Year,Month,mean,sd,skewness,kurtosis,contrast,dissimilarity,homogeneity,ASM,entropy,energy,lag1_mean,lag2_mean,lag3_mean,lag4_mean
2002,11,-10.111429,0.26786008,-0.10182187641727972,-1.4918181455851933,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-10.291926,-10.508727,-10.466207,-10.350693
2002,12,-10.627195,0.30510145,-0.5534538688727823,-0.6574820746430552,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-10.111429,-10.291926,-10.508727,-10.466207
2003,1,-10.929692,0.2885909,-0.6944914832494153,-0.3013037409922612,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.375,1.6258145836939115,0.6123724356957945,-10.627195,-10.111429,-10.291926,-10.508727
2003,2,-10.884862,0.33304134,-0.5828007124166674,-0.37740444506478443,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.584962500721156,0.5773502691896257,-10.929692,-10.627195,-10.111429,-10.291926
2003,3,-10.9339905,0.29548097,-0.38745293863260544,-0.9533658881517995,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-10.884862,-10.929692,-10.627195,-10.111429
2003,4,-10.846931,0.29495704,-0.470299242673229,-0.706009402904689,0.33333333333333337,0.33333333333333337,0.8333333333333335,0.5000000000000001,1.2516291673878228,0.7071067811865476,-10.9339905,-10.884862,-10.929692,-10.627195
2003,5,-10.835708,0.30834165,-0.5141517773984037,-0.6739871531225927,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.846931,-10.9339905,-10.884862,-10.929692
2003,6,-10.863475,0.26982898,-0.26536463532723137,-1.138851640609857,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.835708,-10.846931,-10.9339905,-10.884862
2003,7,-10.471147,0.3420217,-0.29785111685744686,-1.015728598426759,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-10.863475,-10.835708,-10.846931,-10.9339905
2003,8,-9.794378,0.2566977,-0.3686019755975555,-0.6501212822586737,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-10.471147,-10.863475,-10.835708,-10.846931
2003,9,-10.1975565,0.30674472,-0.31432262258600274,-1.1575483725863347,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-9.794378,-10.471147,-10.863475,-10.835708
2003,10,-9.685496,0.27886903,-0.4918409868311538,-1.0726587011544875,0.33333333333333337,0.33333333333333337,0.8333333333333335,0.5000000000000001,1.2516291673878228,0.7071067811865476,-10.1975565,-9.794378,-10.471147,-10.863475
2003,11,-10.154514,0.2555857,-0.40461970164206784,-0.9504380061310638,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-9.685496,-10.1975565,-9.794378,-10.471147
2003,12,-10.686836,0.329444,-0.6080697928129687,-1.2436730377982357,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.154514,-9.685496,-10.1975565,-9.794378
2004,1,-10.7765,0.32537925,-0.7115751691944596,-0.58519368387838,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.686836,-10.154514,-9.685496,-10.1975565
2004,2,-10.873039,0.34663904,-0.597832691640124,-0.6275860708611138,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.7765,-10.686836,-10.154514,-9.685496
2004,3,-10.789272,0.34662965,-0.44625841088326235,-0.8513952667259623,0.33333333333333337,0.33333333333333337,0.8333333333333335,0.5000000000000001,1.2516291673878228,0.7071067811865476,-10.873039,-10.7765,-10.686836,-10.154514
